golden_id,thread_id,customer_tweet_id,customer_created_at,full_context,customer_message,historical_brand_response,intent_label,expected_action,acceptable_resolution,label_notes
105,2570165,2570164,Mon Oct 30 16:59:29 +0000 2017,"customer: This new update from @115858 has set me back. If my efficiency is being challenged negatively then I can’t continue with this.
brand: @728922 We'd be happy to do what we can to help. Can you DM us the device you have and what's happening exactly? https://t.co/GDrqU22YpT",@AppleSupport Thank you for your response! Please see your DMs.,,general_or_insufficient_context,auto_handle,Request the missing details or acknowledge the customer without inventing a solution; escalate when the issue cannot be safely determined from available context.,Context-dependent acknowledgement.
106,998909,998909,Sat Nov 04 23:28:26 +0000 2017,,@118936 @AppleSupport CAN YAL PLEASE FIX THIS SHIT I️ &lt;— PLEASE 😒😒😒😒,@356517 We're here to help. Take a look at this article for assistance with this issue. https://t.co/xU1AGHStV6,apple_music_media,auto_handle,"Identify the affected media feature and provide the relevant playback, library, sync, or media troubleshooting steps.",Labeled as apple_music_media; expected action = auto_handle.
107,939635,939634,Sat Oct 21 18:50:36 +0000 2017,"customer: Hey @AppleSupport i have background apps disabled on iOS11, Why are applications still being updated in the background? https://t.co/yXcijY4tQV
brand: @201501 We'd love to look into this behavior with you. Join us in DM to get started: https://t.co/GDrqU22YpT",@AppleSupport Done,,app_service_issue,auto_handle,"Identify the affected app/service and symptoms, then provide relevant troubleshooting or route to the appropriate service/support team.",Labeled as app_service_issue; expected action = auto_handle.
108,1039187,1039187,Mon Oct 23 02:58:38 +0000 2017,,I hope @115858 honors my earphones warranty. My left earphone is malfunctioning,@365858 We'd be happy to help. Send us a DM and we can start there. https://t.co/GDrqU22YpT,purchase_store_refund,escalate,"Provide the appropriate store, sales, warranty, receipt, or refund path, escalating when transaction-specific investigation is required.",Labeled as purchase_store_refund; expected action = escalate.
109,2774368,2774367,Tue Nov 21 16:43:17 +0000 2017,"customer: @AppleSupport help
brand: @636128 Thanks for reaching out. Could you let us know more details about your particular situation via a DM? We’ll keep moving from there. https://t.co/GDrqU22YpT",@AppleSupport Done 👍🏼,@636128 Thanks for getting with us in DM. We'll continue with you from there.,account_security,escalate,Avoid exposing or requesting sensitive credentials publicly; provide safe account/security guidance and escalate for account-specific investigation when necessary.,Security/account-specific issue should not be handled with public instructions.
110,751747,751752,Wed Oct 11 19:40:01 +0000 2017,"brand: @299675 Were you able to test this issue on Wi-Fi? Which iOS version are you currently using?
customer: @AppleSupport Yea I tried and I’m using 11.0.3
brand: @299675 Are you still experiencing the issue with the iOS 11.0.3?
customer: @AppleSupport Yeaa",@AppleSupport So why is my phone doing this,@299675 Got it. Let's complete the remaining steps listed here: https://t.co/jhvYu3nzpA as well as give it 24 hours. DM the results. https://t.co/GDrqU22YpT,general_or_insufficient_context,auto_handle,Request the missing details or acknowledge the customer without inventing a solution; escalate when the issue cannot be safely determined from available context.,Short acknowledgement.
111,764853,764848,Wed Oct 11 21:43:05 +0000 2017,"customer: @AppleSupport… FIX MY TEXT MSG NOTIFICATIONS COS THIS UPDATE KEEPS MAKING ME MISS MY MESSAGES‼️😑 please and thanks😅
brand: @302805 We want to help. What is the exact iOS version you're using? Since updating, have you had a chance to restart?
customer: @AppleSupport 11.0.2. I know there’s an 11.0.3 Out but it won’t let me update yet",@AppleSupport I am on an iPhone 7 as well,"@302805 If you go to Settings &gt; General &gt; Software Update, do you see the update listed there?",device_troubleshooting,auto_handle,"Identify the device and symptoms, then provide appropriate troubleshooting steps or move to private support when device-specific investigation is required.",Labeled as device_troubleshooting; expected action = auto_handle.
112,1707010,1707009,Mon Nov 06 23:13:33 +0000 2017,"customer: Hey @AppleSupport After the last update, our phones are autocorrecting “I” to “A ?” Whats up with that and how do we make it stop? :)
brand: @173544 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",@AppleSupport Thank you!,@173544 You're welcome.,software_update,auto_handle,"Identify the affected OS/version and provide the relevant update, workaround, or rollback guidance supported by Apple's historical responses.",Labeled as software_update; expected action = auto_handle.
113,2310366,2310366,Mon Nov 13 03:31:26 +0000 2017,,"@AppleSupport so my iPhone wont connect to iTunes on my laptop, what should I do ?",@670060 Let's help you get this sorted out. Are you using iTunes on a Mac or Windows PC? DM us the response here: https://t.co/GDrqU22YpT,battery_power,auto_handle,"Clarify device, iOS version, charging behavior, and battery symptoms, then provide battery-health or charging guidance supported by historical responses.",Labeled as battery_power; expected action = auto_handle.
114,2117333,2117333,Wed Nov 08 05:08:29 +0000 2017,,"The least you can do is give us a new update to get rid of these boxes, or a new phone will do @AppleSupport",@624068 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,connectivity,auto_handle,"Identify the connection type and relevant device/settings, then provide troubleshooting or direct the customer to private support when deeper investigation is needed.",Labeled as connectivity; expected action = auto_handle.
115,1769976,1769976,Tue Nov 07 22:28:59 +0000 2017,,@AppleSupport I’m just trying to update twitter and the App Store is asking me to do this so I enter my CVV and it get’s declined https://t.co/fXW4XM1tre,@532119 Hey there! We'd like to help. DM us and give us more detail about the issue. We'll go from there. https://t.co/GDrqU22YpT,apple_music_media,auto_handle,"Identify the affected media feature and provide the relevant playback, library, sync, or media troubleshooting steps.",Labeled as apple_music_media; expected action = auto_handle.
116,1773157,1773157,Wed Nov 08 02:23:43 +0000 2017,,@AppleSupport why does my IPhone 7+ keep draining out fast ever since the iOS 11 update came out???,@532920 We're here to help. Please meet us in DM and we'll take a closer look at this together. https://t.co/GDrqU22YpT,app_service_issue,auto_handle,"Identify the affected app/service and symptoms, then provide relevant troubleshooting or route to the appropriate service/support team.",Labeled as app_service_issue; expected action = auto_handle.
117,2305172,2305172,Sun Nov 12 19:15:39 +0000 2017,,"@115858, the “i” problem is... sorta fixed...? https://t.co/4lMkNxJ0yh",@668818 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,purchase_store_refund,escalate,"Provide the appropriate store, sales, warranty, receipt, or refund path, escalating when transaction-specific investigation is required.",Labeled as purchase_store_refund; expected action = escalate.
118,397542,397536,Thu Nov 02 00:35:56 +0000 2017,brand: @210130 How often does this happen? What iOS version are you currently on? Let us know in DM. https://t.co/GDrqU22YpT,@AppleSupport It happen atleast twice in a week since the phone is 2weeks old. Currently am using ios 11.0.3. And also device is getting heat to core.,"@210130 Is the iPhone heating while charging? Let us know if you receive any temperature warnings in DM, please. https://t.co/GDrqU22YpT",general_or_insufficient_context,auto_handle,Request the missing details or acknowledge the customer without inventing a solution; escalate when the issue cannot be safely determined from available context.,Very short conversational message.
119,599143,599143,Sun Dec 03 19:47:11 +0000 2017,,"@AppleSupport iOS 11.2 supposedly adds Apple Pay to iMessage, can not seem to figure out how to enable it for the life of me. Halp! #iOS112 #ApplePay #iMessage","@262107 If you're in the US, those features will require iOS 11.2 and will begin rolling out early next week.",account_security,escalate,Avoid exposing or requesting sensitive credentials publicly; provide safe account/security guidance and escalate for account-specific investigation when necessary.,Labeled as account_security; expected action = escalate.
120,902991,902988,Fri Oct 20 00:24:03 +0000 2017,"customer: @AppleSupport iOS 11.03 voiceOver freezing all apps,safari on launch. App still frozen after VoiceOver deactivated. Hard reset no help.
brand: @334358 We want to look into this issue with you. How long ago did you update your device to iOS 11.0.3?",@AppleSupport Yesterday or day before.,"@334358 Are there any steps you went through, in order to temporarily bring back the device's normal functionality? https://t.co/GDrqU2kzhr",how_to_settings,auto_handle,Give concise step-by-step instructions for the relevant Apple setting or feature.,Labeled as how_to_settings; expected action = auto_handle.
121,2306484,2306484,Thu Oct 19 20:29:45 +0000 2017,customer: @AppleSupport No there is not an update available.,@115858 why does my iPhone 7 Plus keep getting stuck in landscape after using YouTube? New since 11 update. https://t.co/G6htQNXSYM,"@669120 Thanks for bringing this to our attention. Is there an app update for YouTube available? If so, let's go ahead and complete that.",device_troubleshooting,auto_handle,"Identify the device and symptoms, then provide appropriate troubleshooting steps or move to private support when device-specific investigation is required.",Labeled as device_troubleshooting; expected action = auto_handle.
122,1582118,1582118,Sat Nov 04 06:32:11 +0000 2017,,this update has me messed up @115858 why is my “I️” turned into A with a box🙄,"@486994 We're here for you. Let's try these steps: https://t.co/xU1AGIa4ME If the issue persists, send us a DM to continue. https://t.co/GDrqU2kzhr",software_update,auto_handle,"Identify the affected OS/version and provide the relevant update, workaround, or rollback guidance supported by Apple's historical responses.",Labeled as software_update; expected action = auto_handle.
123,762535,762535,Wed Oct 11 20:40:34 +0000 2017,,@AppleSupport 11.03 and still my own ringtones will not work 😱😭,@302191 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT,battery_power,auto_handle,"Clarify device, iOS version, charging behavior, and battery symptoms, then provide battery-health or charging guidance supported by historical responses.",Labeled as battery_power; expected action = auto_handle.
124,279861,279861,Wed Oct 04 10:08:30 +0000 2017,"customer: @AppleSupport It didnt before
customer: @AppleSupport It was 70 now its 19
customer: @AppleSupport 59%
brand: @182713 We know having a reliable battery is important. Would you join us in DM please? We'd like to start troubleshooting with you. https://t.co/GDrqU22YpT",@AppleSupport since the release of iOS 11 my iPhone 5s battery drains alot. In the morning it is 100% but when i get out of school its 3%,@182713 We can help. What’s the exact version of iOS 11 your iPhone is on? Find that info in Settings &gt; General &gt; About.,connectivity,auto_handle,"Identify the connection type and relevant device/settings, then provide troubleshooting or direct the customer to private support when deeper investigation is needed.",Labeled as connectivity; expected action = auto_handle.
125,1628850,1628851,Sun Nov 05 18:30:33 +0000 2017,"brand: @498613 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT
customer: @AppleSupport why does my phone keep making I️ look like this 🤨🤨🤨
brand: @498613 We want to help. Take a look at this article for a workaround to this issue: https://t.co/uQeXsrrlXJ
customer: @AppleSupport @498614",@498613 @AppleSupport I don’t think it worked for me 🤔,"@498614 We'd be happy to look further into this with you. Send us a DM, and we'll continue there. https://t.co/GDrqU22YpT",apple_music_media,auto_handle,"Identify the affected media feature and provide the relevant playback, library, sync, or media troubleshooting steps.",Labeled as apple_music_media; expected action = auto_handle.
126,788864,788863,Thu Oct 12 12:46:49 +0000 2017,"customer: Hey @AppleSupport Ur assistance in this would be great. Noticed since iOS11 now on iOS11.0.3 &amp; iPhone 6S+.Deleting app doesn’t do anything. https://t.co/nptuK30gw7
brand: @308116 Thank you for reaching out. Do the apps remove after a restart? Do the apps still show on the home screen after deleting?",@AppleSupport That’s not the issue. The app is find. Just double showing in location settings as per my last screenshot.,@308116 Got it. Does it still show double in Location Services after restarting the phone?,app_service_issue,auto_handle,"Identify the affected app/service and symptoms, then provide relevant troubleshooting or route to the appropriate service/support team.",Labeled as app_service_issue; expected action = auto_handle.
127,2547103,2547103,Thu Nov 16 08:17:14 +0000 2017,,"@AppleSupport Hi, my friend bought iphone x from italian apple site and now he need an invoice (he has a Vat italian code) instead of a simple receipt. Is it possible to request? How? Thanks for your reply!","@723889 Hey, there. Let's get your friend to the right spot for help with that. Please have them reach out to our Online Sales Support team to see if they can retrieve the receipt. Use this link to reach out: https://t.co/9Jd6beN3jt",purchase_store_refund,escalate,"Provide the appropriate store, sales, warranty, receipt, or refund path, escalating when transaction-specific investigation is required.",Labeled as purchase_store_refund; expected action = escalate.
128,387587,387587,Mon Oct 09 07:27:31 +0000 2017,,Can someone at @AppleSupport explain why this WiFi/Bluetooth glitch is still happening almost 3 weeks later?! So amateur 🤦🏻‍♂️,@207737 We’ve changed the way Control Center works. You can learn more here: https://t.co/vodH4madjc,account_security,escalate,Avoid exposing or requesting sensitive credentials publicly; provide safe account/security guidance and escalate for account-specific investigation when necessary.,Labeled as account_security; expected action = escalate.
129,1458816,1458816,Fri Nov 03 14:30:17 +0000 2017,,"@115858 iphone 📱 is not as before. Not reliable as before and not as good. Freezes, WiFi and Bluetooth on randomly. WTF total BS",@472140 We want to help. Send us a DM letting us know if you are updated to iOS 11.1. https://t.co/GDrqU22YpT,how_to_settings,auto_handle,Give concise step-by-step instructions for the relevant Apple setting or feature.,Labeled as how_to_settings; expected action = auto_handle.
130,1769971,1769969,Wed Nov 08 00:43:08 +0000 2017,"customer: This “I️” glitch thoughhhhh, @115858 + @AppleSupport . #ICantSayI
brand: @532117 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
customer: @AppleSupport Thank you!! ☺️",@AppleSupport I did it! Did it work?? 🙈🙈,@532117 That's amazing! Let us know if you need anything else.,general_or_insufficient_context,auto_handle,Request the missing details or acknowledge the customer without inventing a solution; escalate when the issue cannot be safely determined from available context.,Insufficient information for a more specific issue.
131,2294672,2294672,Sat Nov 11 22:33:24 +0000 2017,,@115858 when tf you gonna fix this shit I️,"@666314 Great news. The issue was fixed in iOS 11.1.1. To update to the latest version of iOS, go to Settings &gt; General &gt; Software Update and tap Download and Install. We recommend having a current backup prior to updating. If you have any questions, just let us know.",device_troubleshooting,auto_handle,"Identify the device and symptoms, then provide appropriate troubleshooting steps or move to private support when device-specific investigation is required.",Labeled as device_troubleshooting; expected action = auto_handle.
132,244953,244952,Thu Oct 05 17:44:19 +0000 2017,"customer: @AppleSupport the new messenger doesn’t sort by unread at the top anymore ?
brand: @168381 We'll help however we can. Just to clarify, was this in Messages or were you refering to a third-party app?",@AppleSupport Messenger. Used to be that the posts I haven't read rise to the top. They are not doing that now. iOS11 on 7+,"@168381 So we can look into this further with you, let's chat over in Direct Message. https://t.co/GDrqU22YpT",software_update,auto_handle,"Identify the affected OS/version and provide the relevant update, workaround, or rollback guidance supported by Apple's historical responses.",Labeled as software_update; expected action = auto_handle.
133,1810700,1810700,Sat Oct 14 21:39:05 +0000 2017,,@AppleSupport gave us 2+ updates for ios11. My piece of shit still resets when I hit home from lock screen. I wanna smash it on the ground,@543996 We may need to take an approach to your device that does not involve updating the iOS. Send us a DM with the device model. https://t.co/GDrqU22YpT,battery_power,auto_handle,"Clarify device, iOS version, charging behavior, and battery symptoms, then provide battery-health or charging guidance supported by historical responses.",Labeled as battery_power; expected action = auto_handle.
134,2675046,2675048,Tue Oct 31 17:33:35 +0000 2017,"customer: @AppleSupport how come sometimes my 6S+ cant decide what orientation to use? Happens constantly :( https://t.co/XNse7kZa0j
brand: @753008 We want to look into this further with you. Does this only occur on the lock screen? Which iOS version are you running?
customer: @AppleSupport 11.0.3. Symptoms started in 11. Also happens in programs in bed/@ beach. Gets stuck in side orient or amalgam of both, blocking some buttons
brand: @753008 We appreciate that information! Next, have you tried the steps listed here: https://t.co/FvlNC7YmZ4",@AppleSupport Yes. It normally rotates freely. It just gets “confused” sometimes. Especially locking the phone in one orientation and opening in another,@753008 Send us a DM with the country that you are located in to continue. https://t.co/GDrqU22YpT,connectivity,auto_handle,"Identify the connection type and relevant device/settings, then provide troubleshooting or direct the customer to private support when deeper investigation is needed.",Labeled as connectivity; expected action = auto_handle.
135,1027012,1027011,Mon Oct 23 02:33:03 +0000 2017,"customer: @AppleSupport I updated my iPhone 7 to iOS 11.0.3 &amp; now all of my photos are gone. Kinda major bug considering most of them were of my kid.
brand: @363018 We want you to be able to keep those precious moments. Do you use iCloud for your photos?",@AppleSupport I do. How can I restore them onto my phone?,@363018 Let's meet up in DM to discuss additional support options. https://t.co/GDrqU22YpT,apple_music_media,auto_handle,"Identify the affected media feature and provide the relevant playback, library, sync, or media troubleshooting steps.",Labeled as apple_music_media; expected action = auto_handle.
136,1584603,1584602,Sat Nov 04 21:15:44 +0000 2017,"customer: @AppleSupport can you please fix the glitch when typing the letter “i”
brand: @487599 Thanks for reaching out to us about your keyboard. We recommend checking out this link: https://t.co/xU1AGHStV6",@AppleSupport Why do I️ need to do this at all? Can’t you guys release a patch to fix it?,@487599 The article offers a temporary solution and some additional info. Send us a DM if you have any other questions. We're here for you. https://t.co/GDrqU22YpT,app_service_issue,auto_handle,"Identify the affected app/service and symptoms, then provide relevant troubleshooting or route to the appropriate service/support team.",Labeled as app_service_issue; expected action = auto_handle.
137,2623978,2623980,Mon Oct 30 22:57:24 +0000 2017,"brand: @259835 Please tell us more about what you're experiencing. We're here to help.
customer: @AppleSupport it’s not something for a public forum as it’s quite a serious matter. Ive emailed management the Covent Garden store....
customer: @AppleSupport ....as advised when I went there on Tuesday but no one replied.
brand: @259835 DM us the details and we'll be happy to look into it. https://t.co/GDrqU22YpT",@AppleSupport Thank You.,,general_or_insufficient_context,auto_handle,Request the missing details or acknowledge the customer without inventing a solution; escalate when the issue cannot be safely determined from available context.,Context-dependent response.
138,2309888,2309887,Mon Nov 13 03:57:16 +0000 2017,"customer: Meu celular ta todo lerdo,travando,arruma isso @AppleSupport
brand: @669931 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt","@AppleSupport ios 11 made my battery look horrible, and it's catching a lot",@669931 Send us a DM with some more details. We'll look into this with you from there. https://t.co/GDrqU22YpT,purchase_store_refund,escalate,"Provide the appropriate store, sales, warranty, receipt, or refund path, escalating when transaction-specific investigation is required.",Labeled as purchase_store_refund; expected action = escalate.
139,1769934,1769933,Tue Nov 07 23:12:19 +0000 2017,"customer: @AppleSupport Why is my phone acting stupid ? Im not going to buy a new one . 😑
brand: @532108 What seems to be going on with your iPhone. Let us know, we're happy to help!",@AppleSupport It’s continuously dying at 20% or 25% and it doesn’t turn back on . the Apple sign will flash as if it’s turning back on for 15 min at a time and then it’ll finally come back on . My maps also doesn’t follow my actions and my phone dies ridiculously fast,"@532108 Let us know via DM the type of iPhone you have, then we can dig in to this with you further from there. https://t.co/GDrqU22YpT",account_security,escalate,Avoid exposing or requesting sensitive credentials publicly; provide safe account/security guidance and escalate for account-specific investigation when necessary.,Labeled as account_security; expected action = escalate.
140,2070416,2070416,Sun Oct 08 21:57:31 +0000 2017,,"You’ve done it again @115858 @AppleSupport, another update to the #iPhone that just makes it even slower &amp; more glitchy…",@570408 We'd be happy to work with you to get to the bottom of this. Can you DM us what model of iPhone we are working with? https://t.co/GDrqU22YpT,how_to_settings,auto_handle,Give concise step-by-step instructions for the relevant Apple setting or feature.,Labeled as how_to_settings; expected action = auto_handle.
141,2886267,2886266,Mon Nov 13 23:10:12 +0000 2017,"customer: @AppleSupport 🤔 https://t.co/yJf3g2Anaa
brand: @800499 Hey there! We certainly don't want Twitter to fly away, so we'd love to investigate what's going on. Which iPhone model are you using? Which version of the operating system is it running? Let us know in DM and we'll get started. https://t.co/GDrqU22YpT",@AppleSupport Done!,,general_or_insufficient_context,auto_handle,Request the missing details or acknowledge the customer without inventing a solution; escalate when the issue cannot be safely determined from available context.,Conversational/insufficient context.
142,761953,761953,Wed Oct 11 20:14:47 +0000 2017,,@AppleSupport have you worked out why iOS 11 is draining my battery?,@302046 We can certainly look into this with you. Send us a DM and let us know which device you're using. https://t.co/GDrqU22YpT,device_troubleshooting,auto_handle,"Identify the device and symptoms, then provide appropriate troubleshooting steps or move to private support when device-specific investigation is required.",Labeled as device_troubleshooting; expected action = auto_handle.
143,1167953,1167953,Sun Oct 15 07:33:47 +0000 2017,,"@115858 since you made the 10.13 update, haven't been able to restore a full time machine or a full disk image. nice one, you broke 2 backups",@345871 We'd like to look into this with you. Send us a DM by clicking on the link below. We'll continue there. https://t.co/GDrqU22YpT,software_update,auto_handle,"Identify the affected OS/version and provide the relevant update, workaround, or rollback guidance supported by Apple's historical responses.",Labeled as software_update; expected action = auto_handle.
144,2005550,2005548,Sun Nov 05 23:51:37 +0000 2017,"customer: @AppleSupport @115858 every time I️ type certain things it changes it to a question mark. Please fix!!!
brand: @593076 We can help you out. Take a gander at the following article and DM us with any questions. Thanks. https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT
customer: @AppleSupport @593076 Omg. You have to use a text shortcut to get the phone to type what it’s supposed to. This may be the worst upgrade of my history w/ iPhone
customer: @542585 @AppleSupport As expensive as the iPhone 8 plus is, I expect it to type correctly. Apple can do better than this",@AppleSupport @501930 do this!!,,battery_power,auto_handle,"Clarify device, iOS version, charging behavior, and battery symptoms, then provide battery-health or charging guidance supported by historical responses.",Labeled as battery_power; expected action = auto_handle.
145,103254,103254,Tue Nov 21 22:27:14 +0000 2017,,"@115858 Why is it so hard to turn off wifi/BT in OS11? I wish i could dump a tub of discarded shrimp shells on the idiot who thought it's a ""feature"" to keep em running when you turn 'em off in CP. Many work in areas that restrict wifi/BT! Can't buy new iphone until this is fixed!","@686594 iOS 11 brought many changes to the iPhone. We know it's important to be able to turn off and on Wi-Fi and Bluetooth, which is still available within Settings. Take a look at this article for more information. https://t.co/G7BHuQFeJE",connectivity,auto_handle,"Identify the connection type and relevant device/settings, then provide troubleshooting or direct the customer to private support when deeper investigation is needed.",Labeled as connectivity; expected action = auto_handle.
146,426700,426702,Tue Oct 10 15:27:36 +0000 2017,"customer: @AppleSupport it’s mostly (or all) music that I’ve manually loaded over the years, live recordings or ripped from CDs I’ve purchased.
brand: @216479 Is the missing music still in iTunes where it can be re-synced to the iPhone?
customer: @AppleSupport I don’t see it, which is upsetting because I just switched over to an iPhone 8. Did a full backup of my old iPhone but
customer: @AppleSupport ...music apparently didn’t transfer.",@AppleSupport Old iPhone has since been erased and traded in. So not sure if music exists anymore.,"@216479 In order to keep backup sizes under control, content imported from iTunes is not included &amp; has to be re-imported from iTunes.",apple_music_media,auto_handle,"Identify the affected media feature and provide the relevant playback, library, sync, or media troubleshooting steps.",Labeled as apple_music_media; expected action = auto_handle.
147,2476201,2476200,Wed Nov 15 14:06:20 +0000 2017,"customer: @115858 what’s the point of a finger recognition function if it never recognizes my finger print? Is it the phone or am I special?
brand: @707847 Thanks for reaching out to us. We are always happy to help. To clarify, you're able to set up Touch ID without an issue, but you're having a hard time using it after that?",@AppleSupport Yup,@707847 Got it. Which version of iOS are you experiencing this on? Find that in Settings &gt; General &gt; About.,app_service_issue,auto_handle,"Identify the affected app/service and symptoms, then provide relevant troubleshooting or route to the appropriate service/support team.",Labeled as app_service_issue; expected action = auto_handle.
148,2445248,2445248,Wed Nov 15 00:48:59 +0000 2017,,Any problem reported last hours about #iPhone or #iOS? My #iPhone6 and my wife’s #iPhone7Plus got freezed on black screen for more than 3 hours at the same time! @AppleSupport I have restored both devices after sometime of trying and finaly lost messages! Can you explain this? https://t.co/dmVtEBZt0Z,"@701063 We'd love to look into that with you. Did this happen after any changes to the device? Do you have a recent backup in iCloud or iTunes of the device? Let us know, and we'll help out.",purchase_store_refund,escalate,"Provide the appropriate store, sales, warranty, receipt, or refund path, escalating when transaction-specific investigation is required.",Labeled as purchase_store_refund; expected action = escalate.
149,154468,154468,Mon Nov 20 09:31:27 +0000 2017,"customer: @AppleSupport the most recent one(ios 11.1.2)
brand: @151400 Thanks! We'd like to gather additional details about your iPhone. Join us in DM with your current location. https://t.co/GDrqU22YpT","@AppleSupport ,my iphone 6s+ , got freeze daily and apps get unresponsive ..it has been happing since installed ios 11",@151400 We are here for you! Which specific iOS version are you currently using?,account_security,escalate,Avoid exposing or requesting sensitive credentials publicly; provide safe account/security guidance and escalate for account-specific investigation when necessary.,Labeled as account_security; expected action = escalate.
150,734938,734938,Fri Oct 06 16:46:35 +0000 2017,,I was charging my phone and it still died on me... wtf y'all got going on @AppleSupport these iPhone batteries are ass,"@295833 We'd like to find out why that happened. Are you using the charger that came with your phone, or is it a different one?",how_to_settings,auto_handle,Give concise step-by-step instructions for the relevant Apple setting or feature.,Labeled as how_to_settings; expected action = auto_handle.
151,366059,366088,Mon Oct 09 07:23:29 +0000 2017,"customer: @AppleSupport Can I add “Privacy” to the control center?
customer: @AppleSupport No i just press it nothing happen sometimes
customer: @AppleSupport My iPhone froze after iOS 11 installed. The keypad to put my password is after an update won't respond and I have restartd it multiple times
customer: @AppleSupport I strongly miss the clearing of notifications from locked screen in iOS11. Any procedure to do this?",@AppleSupport Could you just get os 11.02 sorted battery time a disaster now 😡,@210809 Let's check your settings. Please go to Settings &gt; Personal Hotspot. Is that turned on?,device_troubleshooting,auto_handle,"Identify the device and symptoms, then provide appropriate troubleshooting steps or move to private support when device-specific investigation is required.",Labeled as device_troubleshooting; expected action = auto_handle.
152,1538801,1538800,Sat Nov 04 05:43:43 +0000 2017,"customer: I have had iPhones for many years &amp; this is the first issue...EVER! Anyone else had this problem? @AppleSupport https://t.co/Otp6vxtzyM
brand: @476998 Thanks for reaching out. Does this occur after restarting your iPhone? https://t.co/OWRDHWSt4h",@AppleSupport Yes. Should I erase &amp; restore?,@476998 We may not want to take that step just yet. Let's pair up in DM to take a closer look. https://t.co/GDrqU2kzhr,software_update,auto_handle,"Identify the affected OS/version and provide the relevant update, workaround, or rollback guidance supported by Apple's historical responses.",Labeled as software_update; expected action = auto_handle.
153,989648,989624,Sun Oct 22 16:14:44 +0000 2017,"customer: @AppleSupport when I click on a message, the options do not appear on touch bar. And yes the FaceTime doesn't work for any contact https://t.co/oqFWccxWAI
brand: @354437 Have you been able to restart computer? If so, let's perform an SMC reset and then try: https://t.co/FYojVXHuwn
customer: @AppleSupport macOS Sierra Version 10.12.6 Yes I’ve reset it too. I can never predict when it will happen https://t.co/Hqb7iIRSO3
brand: @354437 Does this only happen while playing videos? What app are you using when this happened?","@AppleSupport Google Chrome and Safari. Yes videos, but the screen wavers and flickers sometimes just on the desktop or non-video apps",@354437 Thank you for that information. DM us your current country. https://t.co/GDrqU22YpT,battery_power,auto_handle,"Clarify device, iOS version, charging behavior, and battery symptoms, then provide battery-health or charging guidance supported by historical responses.",Labeled as battery_power; expected action = auto_handle.
154,336590,336585,Sat Oct 07 20:02:04 +0000 2017,"brand: @196306 The volume rocker’s functionality is dependent on which app you are using. In the Music app, does it only control the ringer?
customer: @AppleSupport When I’m on him screen an nothin is being used I still just adjust he headphones volume.
customer: @AppleSupport Before the update when apps where in the background it would change when you press the top or bottom button on the side of the phone
brand: @196306 Just to confirm, do you have headphones in while at the home screen and trying to adjust the volume?",@AppleSupport No,@196306 Let's look into this a bit closer. Join us in DM with additional details using this link: https://t.co/GDrqU22YpT,connectivity,auto_handle,"Identify the connection type and relevant device/settings, then provide troubleshooting or direct the customer to private support when deeper investigation is needed.",Labeled as connectivity; expected action = auto_handle.
155,1352919,1352918,Fri Oct 27 18:32:25 +0000 2017,"customer: I think if I hold my phone to my ear like a seashell, I can actually hear the battery draining. Thanks for the updates, @AppleSupport NOT!! https://t.co/DXwB5MjJox
customer: @435520 @AppleSupport It’s awful. This upset has been very buggy.
brand: @435520 We want to help. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT
brand: @573719 Hey, thanks for bringing this to our attention. Send us a DM with your device and iOS version so we can look into what's going on. https://t.co/GDrqU22YpT",@AppleSupport Sent.,,general_or_insufficient_context,auto_handle,Request the missing details or acknowledge the customer without inventing a solution; escalate when the issue cannot be safely determined from available context.,Short acknowledgement.
156,288486,288484,Fri Oct 06 15:20:59 +0000 2017,"customer: @AppleSupport why does the apple update suck so bad? My normally good product is now crap thanks to your update.
brand: @184722 Thanks for reaching out to us. Can you please provide more details about your issue so that we can better understand? Thanks.
customer: @AppleSupport App crash when I have podcasts playing. General stalling on all apps. Slower responses to typing in text. Battery life severely shortened.",@AppleSupport Overall crappy performance. 😶,@184722 Thanks for clarifying your issue. Please send us a DM and we can chat with you there. https://t.co/GDrqU22YpT,apple_music_media,auto_handle,"Identify the affected media feature and provide the relevant playback, library, sync, or media troubleshooting steps.",Labeled as apple_music_media; expected action = auto_handle.
157,1232342,1232342,Mon Oct 16 01:05:56 +0000 2017,,My @115858 AirPods are three stories away and nowhere near my ears. Why does my phone keep directing audio to them? I’m tired of this crap.,@120075 Let's look into this together. Send us a DM with more information to get started. https://t.co/GDrqU22YpT,app_service_issue,auto_handle,"Identify the affected app/service and symptoms, then provide relevant troubleshooting or route to the appropriate service/support team.",Labeled as app_service_issue; expected action = auto_handle.
