golden_id,customer_message,context,true_intent,predicted_intent,intent_confidence,retrieval_score,retrieved_customer_message,historical_brand_response,predicted_action,expected_action,decision_reason,generated_reply,intent_correct,action_correct
102,@AppleSupport Its not a battery issue you allways make this changes on the updates to disturbe the oldes phones and make us tu buy new one 🤨,"customer: @AppleSupport desde que actualice al iOS 11.1 la pila se termina muy rápido
brand: @662658 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs
customer: @AppleSupport Since i update to iOS 11.1 the battery runs out very fast On my iPhone 6 before that i havent any problem
brand: @662658 We're here to help. Check out these great tips on maintaining battery health, and DM us if you have any questions or issue continues: https://t.co/bivpdfBNJ6 https://t.co/GDrqU22YpT",software_update,software_update,0.4024,0.8007,Hey @AppleSupport my iPhone 6s battery life is horrible since the iOS 11.1 update. Please fix ASAP with the next update!!!,We’re here to address the issue you're experiencing. Let's team up in Direct Message using the link below to continue.,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,True,False
103,"@AppleSupport Hi, so I had 6k+ pictures got deleted. Yes there's 230 in the recently deleted but those are the only ones remained. https://t.co/RfjENfG2zj",,battery_power,apple_music_media,0.3167,0.7453,All of my pictures magically got deleted somehow. @AppleSupport??? What the shit? I go from 3K to 600 fuck is up?,What happened before they were deleted? Are you able to see those photos at if you log in there?,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
104,@AppleSupport Still doesn’t work,"customer: @115858 I’ve just updated to latest iOS and now safari is useless, can’t open any links. Round of applause #iphone take a bow.
brand: @569874 We use Safari all the time so we're more than happy to team up with you to get it working again. Do you get any error messages when you try? Have you restarted your iPhone since this began?
customer: @AppleSupport I have restarted the phone. I have cleared all cookies, I have cleared internet browsing history. I have reinstalled safari.",connectivity,device_troubleshooting,0.5515,0.7332,@AppleSupport all my apps don’t work anymore only Safari is working https://t.co/zIGOlxMWW0,Hey there. Could you elaborate on what's happening with all the apps on your iPhone? We'd like to offer our assistance.,auto_handle,auto_handle,sufficient_confidence_and_evidence,Thanks for the details. Hey there. Could you elaborate on what's happening with all the apps on your iPhone? We'd like to offer our assistance.,False,True
105,@AppleSupport Thank you for your response! Please see your DMs.,"customer: This new update from @115858 has set me back. If my efficiency is being challenged negatively then I can’t continue with this.
brand: @728922 We'd be happy to do what we can to help. Can you DM us the device you have and what's happening exactly? https://t.co/GDrqU22YpT",general_or_insufficient_context,purchase_store_refund,0.2739,0.7009,@AppleSupport @566732 I like how they blame your device it’s happening to thousands after that update,None,escalate,auto_handle,low_intent_confidence;sensitive_or_transaction_specific,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,False,False
106,@118936 @AppleSupport CAN YAL PLEASE FIX THIS SHIT I️ &lt;— PLEASE 😒😒😒😒,,apple_music_media,device_troubleshooting,0.3071,0.8392,Can y’all please fix this mess 🙄 it’s highly irritating! @115858 @AppleSupport,We want to help. DM us details on the issue you're having and please include the device and OS. We'll work with you there.,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
107,@AppleSupport Done,"customer: Hey @AppleSupport i have background apps disabled on iOS11, Why are applications still being updated in the background? https://t.co/yXcijY4tQV
brand: @201501 We'd love to look into this behavior with you. Join us in DM to get started: https://t.co/GDrqU22YpT",app_service_issue,how_to_settings,0.3791,0.7893,@AppleSupport Did upgrading to iOS11 turn on Background App Refresh for all apps previously turned off?,None,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
108,I hope @115858 honors my earphones warranty. My left earphone is malfunctioning,,purchase_store_refund,purchase_store_refund,0.5411,0.7484,"Hi @115858, I was wondering how I get my faulty earphones replaced and if they’re covered under the warranty?🎧🤔@AppleSupport","We'll be happy to check out the options with you. To get started, DM us the country you're located in. We'll meet you there.",escalate,escalate,sensitive_or_transaction_specific,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,True,True
109,@AppleSupport Done 👍🏼,"customer: @AppleSupport help
brand: @636128 Thanks for reaching out. Could you let us know more details about your particular situation via a DM? We’ll keep moving from there. https://t.co/GDrqU22YpT",account_security,purchase_store_refund,0.267,0.7693,@AppleSupport has to be the worst when it comes to responding to customers! @116333,We've received your DM. Look for us there.,escalate,escalate,low_intent_confidence;sensitive_or_transaction_specific,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,False,True
110,@AppleSupport So why is my phone doing this,"brand: @299675 Were you able to test this issue on Wi-Fi? Which iOS version are you currently using?
customer: @AppleSupport Yea I tried and I’m using 11.0.3
brand: @299675 Are you still experiencing the issue with the iOS 11.0.3?
customer: @AppleSupport Yeaa",general_or_insufficient_context,software_update,0.2797,0.7311,@AppleSupport iOS 11.0.3 on iPhone SE. Heard sooo many people having the same issue - only works when you call via wifi,Let's take a further look into this. DM us what country or region you're located in.,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
111,@AppleSupport I am on an iPhone 7 as well,"customer: @AppleSupport… FIX MY TEXT MSG NOTIFICATIONS COS THIS UPDATE KEEPS MAKING ME MISS MY MESSAGES‼️😑 please and thanks😅
brand: @302805 We want to help. What is the exact iOS version you're using? Since updating, have you had a chance to restart?
customer: @AppleSupport 11.0.2. I know there’s an 11.0.3 Out but it won’t let me update yet",device_troubleshooting,device_troubleshooting,0.3989,0.7985,@AppleSupport please help me to resolve messaging issues surfaced after ios 11 update.,We have received your DM and will continue there.,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,True,False
112,@AppleSupport Thank you!,"customer: Hey @AppleSupport After the last update, our phones are autocorrecting “I” to “A ?” Whats up with that and how do we make it stop? :)
brand: @173544 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",software_update,software_update,0.3577,0.8327,"@AppleSupport, why is my phone now autocorrecting “I️” to jibberish? Please help. https://t.co/VVpWwMESHH",We're here for you. Reach out via DM using the link below.,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,True,False
113,"@AppleSupport so my iPhone wont connect to iTunes on my laptop, what should I do ?",,battery_power,apple_music_media,0.5106,0.8324,@AppleSupport and that it says 'ITunes cannot connect to this iphone. An unknown error has occurred',We'd be happy to look into this with you. Let's meet in DM so we can gather some information and proceed there.,auto_handle,auto_handle,sufficient_confidence_and_evidence,We'd be happy to look into this with you. Let's meet in DM so we can gather some information and proceed there.,False,True
114,"The least you can do is give us a new update to get rid of these boxes, or a new phone will do @AppleSupport",,connectivity,purchase_store_refund,0.3672,0.8627,@AppleSupport @115858 Ever since updating my phone yesterday I’ve been seeing these boxes. Please help https://t.co/w9DL5EtERH,Happy to help find out why this is happening. DM us with your model iPhone you have and we'll get started.,escalate,auto_handle,low_intent_confidence;sensitive_or_transaction_specific,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,False,False
115,@AppleSupport I’m just trying to update twitter and the App Store is asking me to do this so I enter my CVV and it get’s declined https://t.co/fXW4XM1tre,,apple_music_media,purchase_store_refund,0.3191,0.7029,@AppleSupport Then why when I try to update iOS and twitter do I receive a message saying that there’s a problem with my payment?,"That would mean there is some kind of issue with the payment details you have saved to the account. If it doesn't give a Verify Payment button go to Settings &gt; iTunes &amp; App Store &gt; tap your Apple ID &gt; View Apple ID &gt; Payment Information, in there fix anything in red.",escalate,auto_handle,low_intent_confidence;sensitive_or_transaction_specific,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,False,False
116,@AppleSupport why does my IPhone 7+ keep draining out fast ever since the iOS 11 update came out???,,app_service_issue,software_update,0.5205,0.8824,"@AppleSupport iPhone 7 Plus, less than a day, drains so fast than earlier, kind of after the iOS11 update.",Have you been able to implement the battery tips here:,auto_handle,auto_handle,sufficient_confidence_and_evidence,Thanks for the details. Have you been able to implement the battery tips here:,False,True
117,"@115858, the “i” problem is... sorta fixed...? https://t.co/4lMkNxJ0yh",,purchase_store_refund,device_troubleshooting,0.4344,0.8338,@115858 The “I️” problem ? Is there a fix?,Here’s what you can do to work around the issue until it’s fixed in a future software update:,escalate,escalate,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,True
118,@AppleSupport It happen atleast twice in a week since the phone is 2weeks old. Currently am using ios 11.0.3. And also device is getting heat to core.,brand: @210130 How often does this happen? What iOS version are you currently on? Let us know in DM. https://t.co/GDrqU22YpT,general_or_insufficient_context,software_update,0.3215,0.6939,@AppleSupport We are facing this for past one year as earlier it was once a month but now it’s daily so we feel the iPhone supplied is defect one,Let's get this resolved. Send us a DM to get started.,escalate,auto_handle,low_intent_confidence;low_historical_evidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
119,"@AppleSupport iOS 11.2 supposedly adds Apple Pay to iMessage, can not seem to figure out how to enable it for the life of me. Halp! #iOS112 #ApplePay #iMessage",,account_security,how_to_settings,0.7584,0.8011,@AppleSupport when is Apple Pay going to be activated for iMessage? I don’t see it under iMessage settings.,It will be coming this fall. Keep an eye out here for updated information:,auto_handle,escalate,sufficient_confidence_and_evidence,It will be coming this fall. Keep an eye out here for updated information:,False,False
120,@AppleSupport Yesterday or day before.,"customer: @AppleSupport iOS 11.03 voiceOver freezing all apps,safari on launch. App still frozen after VoiceOver deactivated. Hard reset no help.
brand: @334358 We want to look into this issue with you. How long ago did you update your device to iOS 11.0.3?",how_to_settings,device_troubleshooting,0.525,0.7708,"phone freezes, apps crash, sound stops working, can’t hear anyone on voice calls on iOS 11.0.2 @AppleSupport @115858 ??? #ios11problems",Please send us a DM and we will look into this together. Thank you.,auto_handle,auto_handle,sufficient_confidence_and_evidence,Thanks for the details. Please send us a DM and we will look into this together. Thank you.,False,True
121,@115858 why does my iPhone 7 Plus keep getting stuck in landscape after using YouTube? New since 11 update. https://t.co/G6htQNXSYM,customer: @AppleSupport No there is not an update available.,device_troubleshooting,device_troubleshooting,0.6296,0.6914,@AppleSupport #iphone #everyyear 6s-IOS11.0.3- Phone is warming up while using youtube!,Let's check this out together. Follow us to DM and we'll take a closer look.,escalate,auto_handle,low_historical_evidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,True,False
122,this update has me messed up @115858 why is my “I️” turned into A with a box🙄,,software_update,device_troubleshooting,0.3769,0.8127,@115858 when is the update coming so my “I” stops turning into an “A?”???,Here’s what you can do to work around the issue until it’s fixed in a future software update:,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
123,@AppleSupport 11.03 and still my own ringtones will not work 😱😭,,battery_power,device_troubleshooting,0.243,0.8361,@applesupport still can't get my 7 to use my ringtones...,We're here to help out. Did you recently get a new iPhone 7 or change devices?,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
124,@AppleSupport since the release of iOS 11 my iPhone 5s battery drains alot. In the morning it is 100% but when i get out of school its 3%,"customer: @AppleSupport It didnt before
customer: @AppleSupport It was 70 now its 19
customer: @AppleSupport 59%
brand: @182713 We know having a reliable battery is important. Would you join us in DM please? We'd like to start troubleshooting with you. https://t.co/GDrqU22YpT",connectivity,battery_power,0.4491,0.7627,@115858 @AppleSupport since downloading IOS 11 on my iPhone 6 my battery has been draining Literally just went from 35 to 21% in a minute,"We want to make sure you get the most out of your battery. Have you been able to update to the latest iOS, 11.0.3?",escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
125,@498613 @AppleSupport I don’t think it worked for me 🤔,"brand: @498613 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT
customer: @AppleSupport why does my phone keep making I️ look like this 🤨🤨🤨
brand: @498613 We want to help. Take a look at this article for a workaround to this issue: https://t.co/uQeXsrrlXJ
customer: @AppleSupport @498614",apple_music_media,purchase_store_refund,0.2817,0.7208,@AppleSupport why does my phone keep turning my I’s into weird characters?,Let's take a closer look into this together. Reach out to us in a DM to get started.,escalate,auto_handle,low_intent_confidence;sensitive_or_transaction_specific,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,False,False
126,@AppleSupport That’s not the issue. The app is find. Just double showing in location settings as per my last screenshot.,"customer: Hey @AppleSupport Ur assistance in this would be great. Noticed since iOS11 now on iOS11.0.3 &amp; iPhone 6S+.Deleting app doesn’t do anything. https://t.co/nptuK30gw7
brand: @308116 Thank you for reaching out. Do the apps remove after a restart? Do the apps still show on the home screen after deleting?",app_service_issue,device_troubleshooting,0.6899,0.6677,"@AppleSupport I have apps that won’t delete, I can delete them until I restart the phone and they reappear again https://t.co/qaxs2iZCuF",Let's see how we can help. Which model do you have and is iOS 11.0.3 installed? Do you see any updates showing in its App Store?,escalate,auto_handle,low_historical_evidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
127,"@AppleSupport Hi, my friend bought iphone x from italian apple site and now he need an invoice (he has a Vat italian code) instead of a simple receipt. Is it possible to request? How? Thanks for your reply!",,purchase_store_refund,purchase_store_refund,0.7169,0.658,@AppleSupport Hi How can i get help from Apple France for my ipad invoice? Thanks !,"Thanks for reaching out! For help with this issue, reach out to our Online Store Advisors here:",escalate,escalate,low_historical_evidence;sensitive_or_transaction_specific,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,True,True
128,Can someone at @AppleSupport explain why this WiFi/Bluetooth glitch is still happening almost 3 weeks later?! So amateur 🤦🏻‍♂️,,account_security,connectivity,0.6453,0.7546,@AppleSupport some glitches with this latest update 😩 “Bluetooth is already on” is one of them,Let's work on this Bluetooth issue. Does this happen when you try to turn on Bluetooth from the Control center or Settings?,auto_handle,escalate,sufficient_confidence_and_evidence,Thanks for the details. Let's work on this Bluetooth issue. Does this happen when you try to turn on Bluetooth from the Control center or Settings?,False,False
129,"@115858 iphone 📱 is not as before. Not reliable as before and not as good. Freezes, WiFi and Bluetooth on randomly. WTF total BS",,how_to_settings,connectivity,0.635,0.7775,I’ve never had problems with my iPhone until I just updated it. Literally freezes 10 times/day smh. Thanks @115858,We'd like to help you with this. Let us know which iPhone you're using and the version of iOS installed via DM. We'll go from there.,auto_handle,auto_handle,sufficient_confidence_and_evidence,Thanks for the details. We'd like to help you with this. Let us know which iPhone you're using and the version of iOS installed via DM. We'll go from there.,False,True
130,@AppleSupport I did it! Did it work?? 🙈🙈,"customer: This “I️” glitch thoughhhhh, @115858 + @AppleSupport . #ICantSayI
brand: @532117 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
customer: @AppleSupport Thank you!! ☺️",general_or_insufficient_context,software_update,0.4689,0.7726,@AppleSupport No idea why this “I️” glitch hasn’t been fixed yet ‼️,We've received your DM. Look for our reply shortly.,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
131,@115858 when tf you gonna fix this shit I️,,device_troubleshooting,device_troubleshooting,0.3959,0.8258,@115858 when tf are you gonna fix this I️ problem?!,Here’s what you can do to work around the issue until it’s fixed in a future software update:,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,True,False
132,@AppleSupport Messenger. Used to be that the posts I haven't read rise to the top. They are not doing that now. iOS11 on 7+,"customer: @AppleSupport the new messenger doesn’t sort by unread at the top anymore ?
brand: @168381 We'll help however we can. Just to clarify, was this in Messages or were you refering to a third-party app?",software_update,device_troubleshooting,0.2116,0.6399,"@AppleSupport since 11 update texts showing in reverse order, on iOS 11.0.3 now still the same??",We've received your DM as well and you can expect a response there shortly.,escalate,auto_handle,low_intent_confidence;low_historical_evidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
133,@AppleSupport gave us 2+ updates for ios11. My piece of shit still resets when I hit home from lock screen. I wanna smash it on the ground,,battery_power,device_troubleshooting,0.8201,0.7655,@AppleSupport You just release an update to end all these terrible problems on iOS 11 for all people @116333 @119462 @123857,None,auto_handle,auto_handle,sufficient_confidence_and_evidence,Thanks for the details. None,False,True
134,@AppleSupport Yes. It normally rotates freely. It just gets “confused” sometimes. Especially locking the phone in one orientation and opening in another,"customer: @AppleSupport how come sometimes my 6S+ cant decide what orientation to use? Happens constantly :( https://t.co/XNse7kZa0j
brand: @753008 We want to look into this further with you. Does this only occur on the lock screen? Which iOS version are you running?
customer: @AppleSupport 11.0.3. Symptoms started in 11. Also happens in programs in bed/@ beach. Gets stuck in side orient or amalgam of both, blocking some buttons
brand: @753008 We appreciate that information! Next, have you tried the steps listed here: https://t.co/FvlNC7YmZ4",connectivity,device_troubleshooting,0.7433,0.8299,@AppleSupport why does my phone keep turning sideways when I have portrait orientation locked,This isn't something we expect to happen. Does this occur with all apps or only specific apps? Which iOS version is installed?,auto_handle,auto_handle,sufficient_confidence_and_evidence,Thanks for the details. This isn't something we expect to happen. Does this occur with all apps or only specific apps? Which iOS version is installed?,False,True
135,@AppleSupport I do. How can I restore them onto my phone?,"customer: @AppleSupport I updated my iPhone 7 to iOS 11.0.3 &amp; now all of my photos are gone. Kinda major bug considering most of them were of my kid.
brand: @363018 We want you to be able to keep those precious moments. Do you use iCloud for your photos?",apple_music_media,apple_music_media,0.2446,0.8198,@AppleSupport I have upgraded my Iphone IOS 11.2 and all photos are gone! Is possible to retrieve it in the Icloud?,Let's get you in touch with our Photos experts. Go to:,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,True,False
136,@AppleSupport Why do I️ need to do this at all? Can’t you guys release a patch to fix it?,"customer: @AppleSupport can you please fix the glitch when typing the letter “i”
brand: @487599 Thanks for reaching out to us about your keyboard. We recommend checking out this link: https://t.co/xU1AGHStV6",app_service_issue,device_troubleshooting,0.5079,0.8543,@AppleSupport are you guys going to fix the keyboard glitch problem? Because it’d be cool if I️ could type the letter “I️”,Here’s what you can do to work around the issue until it’s fixed in a future software update:,auto_handle,auto_handle,sufficient_confidence_and_evidence,Thanks for the details. Here’s what you can do to work around the issue until it’s fixed in a future software update:,False,True
137,@AppleSupport Thank You.,"brand: @259835 Please tell us more about what you're experiencing. We're here to help.
customer: @AppleSupport it’s not something for a public forum as it’s quite a serious matter. Ive emailed management the Covent Garden store....
customer: @AppleSupport ....as advised when I went there on Tuesday but no one replied.
brand: @259835 DM us the details and we'll be happy to look into it. https://t.co/GDrqU22YpT",general_or_insufficient_context,purchase_store_refund,0.3529,0.7131,@AppleSupport Thank you! And companies wonder why we don’t reply to emails and phone numbers we don’t know. Something needs to be done.,None,escalate,auto_handle,low_intent_confidence;sensitive_or_transaction_specific,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,False,False
138,"@AppleSupport ios 11 made my battery look horrible, and it's catching a lot","customer: Meu celular ta todo lerdo,travando,arruma isso @AppleSupport
brand: @669931 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",purchase_store_refund,software_update,0.2944,0.7374,@AppleSupport How about a few more bug fixes to iOS 11 battery Twitter is glitchy as hell for some reason,Our Apple ID experts can help you with this. Please reach out to them here:,escalate,escalate,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,True
139,@AppleSupport It’s continuously dying at 20% or 25% and it doesn’t turn back on . the Apple sign will flash as if it’s turning back on for 15 min at a time and then it’ll finally come back on . My maps also doesn’t follow my actions and my phone dies ridiculously fast,"customer: @AppleSupport Why is my phone acting stupid ? Im not going to buy a new one . 😑
brand: @532108 What seems to be going on with your iPhone. Let us know, we're happy to help!",account_security,purchase_store_refund,0.4903,0.7535,@AppleSupport my phone is seriously dying within 10 min use! It was literally at 80%. How is it possible?!? #iOS11 😑,We want to help with your iPhone's battery. Please DM us details on what apps are in use and we'll work together there.,escalate,escalate,low_intent_confidence;sensitive_or_transaction_specific,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,False,True
140,"You’ve done it again @115858 @AppleSupport, another update to the #iPhone that just makes it even slower &amp; more glitchy…",,how_to_settings,device_troubleshooting,0.3463,0.8764,can you hurry up &amp; fix this weird iphone glitch thing🙄🙄 @AppleSupport,None,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
141,@AppleSupport Done!,"customer: @AppleSupport 🤔 https://t.co/yJf3g2Anaa
brand: @800499 Hey there! We certainly don't want Twitter to fly away, so we'd love to investigate what's going on. Which iPhone model are you using? Which version of the operating system is it running? Let us know in DM and we'll get started. https://t.co/GDrqU22YpT",general_or_insufficient_context,device_troubleshooting,0.2346,0.8027,@AppleSupport You know what?! Why I didn’t restart the iphone before tweeting that is beyond me. Seem to be OK now. Thank you!,"No worries at all. We're glad to know things are working properly. If there is anything we can do to assist you in the future, please don't hesitate to reach back out.",escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
142,@AppleSupport have you worked out why iOS 11 is draining my battery?,,device_troubleshooting,software_update,0.5403,0.9157,Why is the new iOS 11 literally draining my battery @AppleSupport?,Please send us a DM and we'll look into this with you.,auto_handle,auto_handle,sufficient_confidence_and_evidence,Thanks for the details. Please send us a DM and we'll look into this with you.,False,True
143,"@115858 since you made the 10.13 update, haven't been able to restore a full time machine or a full disk image. nice one, you broke 2 backups",,software_update,device_troubleshooting,0.2208,0.5768,"@330305 @115858 The installation/upgrade process goes without any issues, restarts do some processing, restarts and when back it's still 10.13 -- no errors!",Let's look into this a bit closer. Join us in DM using this link:,escalate,auto_handle,low_intent_confidence;low_historical_evidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
144,@AppleSupport @501930 do this!!,"customer: @AppleSupport @115858 every time I️ type certain things it changes it to a question mark. Please fix!!!
brand: @593076 We can help you out. Take a gander at the following article and DM us with any questions. Thanks. https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT
customer: @AppleSupport @593076 Omg. You have to use a text shortcut to get the phone to type what it’s supposed to. This may be the worst upgrade of my history w/ iPhone
customer: @542585 @AppleSupport As expensive as the iPhone 8 plus is, I expect it to type correctly. Apple can do better than this",battery_power,device_troubleshooting,0.4088,0.742,This shit with the new iPhones where it autocorrects the letter I to A and a question mark thing is starting to piss me off @115858 fix it,Here’s what you can do to work around the issue until it’s fixed in a future software update:,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
145,"@115858 Why is it so hard to turn off wifi/BT in OS11? I wish i could dump a tub of discarded shrimp shells on the idiot who thought it's a ""feature"" to keep em running when you turn 'em off in CP. Many work in areas that restrict wifi/BT! Can't buy new iphone until this is fixed!",,connectivity,how_to_settings,0.5161,0.7455,@AppleSupport I know this article and it does not solve my issue. In previous iOS I could turn off Wifi&amp;BT in the control center why not in iOS 11?,What you're describing is expected and is explained in the article provided. You can turn off Bluetooth/Wi-Fi in Settings app.,auto_handle,auto_handle,sufficient_confidence_and_evidence,What you're describing is expected and is explained in the article provided. You can turn off Bluetooth/Wi-Fi in Settings app.,False,True
146,@AppleSupport Old iPhone has since been erased and traded in. So not sure if music exists anymore.,"customer: @AppleSupport it’s mostly (or all) music that I’ve manually loaded over the years, live recordings or ripped from CDs I’ve purchased.
brand: @216479 Is the missing music still in iTunes where it can be re-synced to the iPhone?
customer: @AppleSupport I don’t see it, which is upsetting because I just switched over to an iPhone 8. Did a full backup of my old iPhone but
customer: @AppleSupport ...music apparently didn’t transfer.",apple_music_media,apple_music_media,0.3967,0.7491,@115858 @AppleSupport so my iPhone randomly deleted my Apple Music library even my purchased music... So how tf do I get it back? @115948,We definitely want to get you back to enjoying Apple Music. Let's see what's going on. What were you doing when this happened?,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,True,False
147,@AppleSupport Yup,"customer: @115858 what’s the point of a finger recognition function if it never recognizes my finger print? Is it the phone or am I special?
brand: @707847 Thanks for reaching out to us. We are always happy to help. To clarify, you're able to set up Touch ID without an issue, but you're having a hard time using it after that?",app_service_issue,how_to_settings,0.3636,0.7435,What is the point of having Touch ID if it never works?? @115858,We'd like to help. Does this happen with all finger prints? How about newly created prints? Tell us in a DM.,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
148,Any problem reported last hours about #iPhone or #iOS? My #iPhone6 and my wife’s #iPhone7Plus got freezed on black screen for more than 3 hours at the same time! @AppleSupport I have restored both devices after sometime of trying and finaly lost messages! Can you explain this? https://t.co/dmVtEBZt0Z,,purchase_store_refund,device_troubleshooting,0.583,0.709,@AppleSupport my iphone 7 has froze and reset like 6 times in the past 3 hours. 😐,"We'll get this sorted out! Send us a DM, and let us know which iOS version is currently installed.",auto_handle,escalate,sufficient_confidence_and_evidence,"Thanks for the details. We'll get this sorted out! Send us a DM, and let us know which iOS version is currently installed.",False,False
149,"@AppleSupport ,my iphone 6s+ , got freeze daily and apps get unresponsive ..it has been happing since installed ios 11","customer: @AppleSupport the most recent one(ios 11.1.2)
brand: @151400 Thanks! We'd like to gather additional details about your iPhone. Join us in DM with your current location. https://t.co/GDrqU22YpT",account_security,software_update,0.4677,0.8175,@AppleSupport iOS 11 keeps freezing my phone and makes apps unresponsive... fix the bug soon,We want to help. Reach out via DM using the link below.,escalate,escalate,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,True
150,I was charging my phone and it still died on me... wtf y'all got going on @AppleSupport these iPhone batteries are ass,,how_to_settings,battery_power,0.6273,0.7266,@AppleSupport how come all of a sudden my phone battery dies quick when all these other phones come out #ScamCompany,That's not the experience we want for you. Reach out to us in a DM and we'll work from there.,auto_handle,auto_handle,sufficient_confidence_and_evidence,Thanks for the details. That's not the experience we want for you. Reach out to us in a DM and we'll work from there.,False,True
151,@AppleSupport Could you just get os 11.02 sorted battery time a disaster now 😡,"customer: @AppleSupport Can I add “Privacy” to the control center?
customer: @AppleSupport No i just press it nothing happen sometimes
customer: @AppleSupport My iPhone froze after iOS 11 installed. The keypad to put my password is after an update won't respond and I have restartd it multiple times
customer: @AppleSupport I strongly miss the clearing of notifications from locked screen in iOS11. Any procedure to do this?",device_troubleshooting,device_troubleshooting,0.5261,0.6771,@AppleSupport You can open your messages/anything now through your lock screen??? Wym you guys made the update,None,escalate,auto_handle,low_historical_evidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,True,False
