golden_id,failure_category,failure_reason,customer_message,true_intent,predicted_intent,intent_confidence,retrieval_score,predicted_action,expected_action,generated_reply,human_helpfulness,human_relevance,human_actionability,human_groundedness,human_overall_quality,human_notes
185,intent_misclassification,predicted=device_troubleshooting; true=battery_power,"I fixed the I thing once before, I’m not doing it again. Your move, @115858",battery_power,device_troubleshooting,0.3287,0.7491,escalate,auto_handle,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
186,intent_misclassification,predicted=device_troubleshooting; true=connectivity,"High Sierra 😩😩😩. I'm trynna get work done, @AppleSupport Why is this OS taking all daybto install?",connectivity,device_troubleshooting,0.4012,0.7293,escalate,auto_handle,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
187,intent_misclassification,predicted=battery_power; true=apple_music_media,@AppleSupport Yes I am.,apple_music_media,battery_power,0.7097,0.8057,auto_handle,auto_handle,Thanks for the details. We'd like to look at this with you. Which iPhone do you have?,4,5,5,5,5,Flawless follow-up based on historical precedent.
188,intent_misclassification,predicted=purchase_store_refund; true=app_service_issue,"@AppleSupport Dear @AppleSupport if a real person reads this, he/she would understand from my previous tweet, that I already tried the steps. #nohelp",app_service_issue,purchase_store_refund,0.1843,0.7126,escalate,auto_handle,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,,,,,,
189,intent_misclassification,predicted=device_troubleshooting; true=purchase_store_refund,@AppleSupport @595404 Mine still messes up. So when are they gonna do an update to fix this???,purchase_store_refund,device_troubleshooting,0.337,0.8038,escalate,escalate,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
190,intent_misclassification,predicted=device_troubleshooting; true=account_security,Meu iPhone está baixando 2% de bateira a cada um minuto usado! PQP @115858 @AppleSupport,account_security,device_troubleshooting,0.2529,0.7505,escalate,escalate,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
191,over_escalation,escalated_when_auto_handle_expected,"@AppleSupport It only seems to occur when I’m actually typing out the words, using voice to text produces the correct capitalization",device_troubleshooting,device_troubleshooting,0.3887,0.8018,escalate,auto_handle,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
192,intent_misclassification,predicted=device_troubleshooting; true=software_update,Why does my “I” keep auto correcting to an A in a box and a question mark??? Wtf @115858,software_update,device_troubleshooting,0.3193,0.8889,escalate,auto_handle,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
193,intent_misclassification,predicted=device_troubleshooting; true=battery_power,@AppleSupport On the phone with a tech now - but this is a super troubling bug.,battery_power,device_troubleshooting,0.3458,0.6976,escalate,auto_handle,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
194,intent_misclassification,predicted=purchase_store_refund; true=connectivity,@115858 Who do you complain to when you are getting appalling service from an Apple Store?,connectivity,purchase_store_refund,0.6526,0.7678,escalate,auto_handle,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,,,,,,
195,intent_misclassification,predicted=purchase_store_refund; true=apple_music_media,@115858 My #iphonecase broken 😣 not even a year and it has snapped on the border. Any idea about the warranty of this product @AppleSupport?😉 https://t.co/Yq1Clmat1N,apple_music_media,purchase_store_refund,0.5812,0.7102,escalate,auto_handle,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,,,,,,
196,intent_misclassification,predicted=device_troubleshooting; true=app_service_issue,Twitter is smart... now can someone tell me why this happens when I️ try to type the letter “I️” @AppleSupport https://t.co/rA0QrHusrs,app_service_issue,device_troubleshooting,0.3975,0.8426,escalate,auto_handle,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
197,intent_misclassification,predicted=apple_music_media; true=purchase_store_refund,@AppleSupport 11.1,purchase_store_refund,apple_music_media,0.4142,0.7768,escalate,escalate,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
198,intent_misclassification,predicted=device_troubleshooting; true=account_security,queria saber pra onde vai as fotos que eu salvo no wpp 🤷🏻‍♀️ @AppleSupport,account_security,device_troubleshooting,0.2049,0.6765,escalate,escalate,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
199,intent_misclassification,predicted=purchase_store_refund; true=general_or_insufficient_context,@AppleSupport I need your help,general_or_insufficient_context,purchase_store_refund,0.3675,0.8533,escalate,escalate,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,,,,,,
200,intent_misclassification,predicted=purchase_store_refund; true=general_or_insufficient_context,@115858 @AppleSupport,general_or_insufficient_context,purchase_store_refund,0.2485,0.8528,escalate,escalate,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,,,,,,
