golden_id,customer_message,true_intent,predicted_intent,intent_confidence,retrieval_score,retrieved_customer_message,historical_brand_response,grounded_reply,predicted_action,expected_action,escalation_reason,intent_correct,action_correct
132,@AppleSupport Messenger. Used to be that the posts I haven't read rise to the top. They are not doing that now. iOS11 on 7+,software_update,purchase_store_refund,0.1997,0.7036,"When you're ready to embrace iOS 11... what's happening, @AppleSupport? https://t.co/w3DLkbKX39",@611578 We'd like to help you get this phone up to date. Let us know which model of iPhone this you're using via DM. We'll go from there. https://t.co/GDrqU22YpT,We'd like to help you get this phone up to date. Let us know which model of iPhone this you're using via DM. We'll go from there. https://t.co/GDrqU22YpT,escalate,auto_handle,low_intent_confidence;sensitive_or_transaction_specific_intent,False,False
133,@AppleSupport gave us 2+ updates for ios11. My piece of shit still resets when I hit home from lock screen. I wanna smash it on the ground,battery_power,device_troubleshooting,0.8099,0.7583,@AppleSupport You just release an update to end all these terrible problems on iOS 11 for all people @116333 @119462 @123857,None,None,auto_handle,auto_handle,sufficient_intent_and_historical_evidence,False,True
134,@AppleSupport Yes. It normally rotates freely. It just gets “confused” sometimes. Especially locking the phone in one orientation and opening in another,connectivity,device_troubleshooting,0.488,0.7132,Hi @AppleSupport please help meeeeee my phone keeps flipping to horizontal even tho I have the portrait orientation lock on! https://t.co/CdeTaVIiR6,"@372793 Hey, we can work with you on this. DM us the exact iOS version and we'll take it from there. https://t.co/GDrqU22YpT","Hey, we can work with you on this. DM us the exact iOS version and we'll take it from there. https://t.co/GDrqU22YpT",escalate,auto_handle,low_intent_confidence,False,False
135,@AppleSupport I do. How can I restore them onto my phone?,apple_music_media,how_to_settings,0.82,0.8708,@AppleSupport is there any way i can recover them without reseting the phone?,@326305 We'd like to gather some more details about what's happening. Send us a DM and we can work from there. https://t.co/GDrqU22YpT,We'd like to gather some more details about what's happening. Send us a DM and we can work from there. https://t.co/GDrqU22YpT,auto_handle,auto_handle,sufficient_intent_and_historical_evidence,False,True
136,@AppleSupport Why do I️ need to do this at all? Can’t you guys release a patch to fix it?,app_service_issue,how_to_settings,0.3578,0.871,@AppleSupport I’ve already done that and now it’s doing it again. Why can’t we just get a fix? I don’t want a workaround.,None,None,escalate,auto_handle,low_intent_confidence,False,False
137,@AppleSupport Thank You.,general_or_insufficient_context,device_troubleshooting,0.2709,1.0,@AppleSupport Thank you.,@116246 You're welcome. Congratulations on your new iPhone 8! This can help you along the way: https://t.co/5GQ3nZV7BW,You're welcome. Congratulations on your new iPhone 8! This can help you along the way: https://t.co/5GQ3nZV7BW,escalate,auto_handle,low_intent_confidence,False,False
138,"@AppleSupport ios 11 made my battery look horrible, and it's catching a lot",purchase_store_refund,software_update,0.9026,0.9155,@AppleSupport IOS 11 is terrible to my battery,@186010 We'd like to look into the issue that you're experiencing with your battery. Click here to join us in DM: https://t.co/GDrqU2kzhr,We'd like to look into the issue that you're experiencing with your battery. Click here to join us in DM: https://t.co/GDrqU2kzhr,auto_handle,escalate,sufficient_intent_and_historical_evidence,False,False
139,@AppleSupport It’s continuously dying at 20% or 25% and it doesn’t turn back on . the Apple sign will flash as if it’s turning back on for 15 min at a time and then it’ll finally come back on . My maps also doesn’t follow my actions and my phone dies ridiculously fast,account_security,purchase_store_refund,0.2666,0.6609,@AppleSupport my phone is seriously dying within 10 min use! It was literally at 80%. How is it possible?!? #iOS11 😑,@595162 We want to help with your iPhone's battery. Please DM us details on what apps are in use and we'll work together there. https://t.co/GDrqU22YpT,We want to help with your iPhone's battery. Please DM us details on what apps are in use and we'll work together there. https://t.co/GDrqU22YpT,escalate,escalate,low_intent_confidence;sensitive_or_transaction_specific_intent,False,True
140,"You’ve done it again @115858 @AppleSupport, another update to the #iPhone that just makes it even slower &amp; more glitchy…",how_to_settings,purchase_store_refund,0.3221,0.8542,can you hurry up &amp; fix this weird iphone glitch thing🙄🙄 @AppleSupport,None,None,escalate,auto_handle,low_intent_confidence;sensitive_or_transaction_specific_intent,False,False
141,@AppleSupport Done!,general_or_insufficient_context,device_troubleshooting,0.2765,1.0,@AppleSupport Done!,None,None,escalate,auto_handle,low_intent_confidence,False,False
142,@AppleSupport have you worked out why iOS 11 is draining my battery?,device_troubleshooting,software_update,0.9039,0.949,Why is the new iOS 11 literally draining my battery @AppleSupport?,@139961 Please send us a DM and we'll look into this with you. https://t.co/GDrqU22YpT,Please send us a DM and we'll look into this with you. https://t.co/GDrqU22YpT,auto_handle,auto_handle,sufficient_intent_and_historical_evidence,False,True
143,"@115858 since you made the 10.13 update, haven't been able to restore a full time machine or a full disk image. nice one, you broke 2 backups",software_update,device_troubleshooting,0.2217,0.6017,Did the latest update and lost EVERY photo. I guess those backups are pointless @115858 thanks 👍🏼,@672995 We know how important it is to have your photos. We'd like to assist you with this. Please click here to join us in DM. We'll continue there: https://t.co/GDrqU22YpT,We know how important it is to have your photos. We'd like to assist you with this. Please click here to join us in DM. We'll continue there: https://t.co/GDrqU22YpT,escalate,auto_handle,low_intent_confidence,False,False
144,@AppleSupport @501930 do this!!,battery_power,how_to_settings,0.7174,0.9027,@AppleSupport @4150 Done!,@512509 We apologize for the delayed response. Please check here to report the email and identify phishing: https://t.co/V2QRdtocGo,We apologize for the delayed response. Please check here to report the email and identify phishing: https://t.co/V2QRdtocGo,auto_handle,auto_handle,sufficient_intent_and_historical_evidence,False,True
145,"@115858 Why is it so hard to turn off wifi/BT in OS11? I wish i could dump a tub of discarded shrimp shells on the idiot who thought it's a ""feature"" to keep em running when you turn 'em off in CP. Many work in areas that restrict wifi/BT! Can't buy new iphone until this is fixed!",connectivity,connectivity,0.53,0.749,"@115858 why won’t IOS11 let me leave WiFi off? It’s really, really irritating. Also ITunes is an unusable mess",@121207 Thanks for reaching out to us for support. We would love to help you. Can you tell us how often does the issue occur?,Thanks for reaching out to us for support. We would love to help you. Can you tell us how often does the issue occur?,escalate,auto_handle,low_intent_confidence,True,False
146,@AppleSupport Old iPhone has since been erased and traded in. So not sure if music exists anymore.,apple_music_media,apple_music_media,0.3596,0.7752,@AppleSupport all my Apple Music was deleted when I updated my phone.,@309951 We can help. Under Settings &gt; Music make sure iCloud Music Library is enabled.,We can help. Under Settings &gt; Music make sure iCloud Music Library is enabled.,escalate,auto_handle,low_intent_confidence,True,False
147,@AppleSupport Yup,app_service_issue,device_troubleshooting,0.2856,1.0,@AppleSupport Yup,@691752 Thanks for confirming that. Can you provide us which iOS version is on your device? This can be located in Settings &gt; General &gt; About &gt; Version.,Thanks for confirming that. Can you provide us which iOS version is on your device? This can be located in Settings &gt; General &gt; About &gt; Version.,escalate,auto_handle,low_intent_confidence,False,False
148,Any problem reported last hours about #iPhone or #iOS? My #iPhone6 and my wife’s #iPhone7Plus got freezed on black screen for more than 3 hours at the same time! @AppleSupport I have restored both devices after sometime of trying and finaly lost messages! Can you explain this? https://t.co/dmVtEBZt0Z,purchase_store_refund,device_troubleshooting,0.5676,0.7179,"Uh ,@115858 Why has my #iphone 6s turned into an ever-crashing, freeze-up device over the past 10-14 days?! ‘‘Twas working fine last month 🤔",@718419 Let's help get your device running as normal. Please DM us the version of iOS you're using and we can go from there. https://t.co/GDrqU22YpT,Let's help get your device running as normal. Please DM us the version of iOS you're using and we can go from there. https://t.co/GDrqU22YpT,escalate,escalate,low_intent_confidence,False,True
149,"@AppleSupport ,my iphone 6s+ , got freeze daily and apps get unresponsive ..it has been happing since installed ios 11",account_security,software_update,0.7921,0.8891,@AppleSupport I have an 6s plus and after installing iOS 11.0.2 ever since ios11 my phone freezes. Apps freeze everything u can think of,@232011 That's not the experience we want for you. Follow us to DM using the link below and we'll get started. https://t.co/GDrqU22YpT,That's not the experience we want for you. Follow us to DM using the link below and we'll get started. https://t.co/GDrqU22YpT,auto_handle,escalate,sufficient_intent_and_historical_evidence,False,False
150,I was charging my phone and it still died on me... wtf y'all got going on @AppleSupport these iPhone batteries are ass,how_to_settings,battery_power,0.6292,0.7507,My phone died at 10:30am this morning. I woke up at 6:30am with a full charge. Literally wtf @AppleSupport,@126348 We want to help. Tell us more about what's happening in DM. https://t.co/GDrqU22YpT,We want to help. Tell us more about what's happening in DM. https://t.co/GDrqU22YpT,auto_handle,auto_handle,sufficient_intent_and_historical_evidence,False,True
151,@AppleSupport Could you just get os 11.02 sorted battery time a disaster now 😡,device_troubleshooting,battery_power,0.3014,0.781,@AppleSupport even with 11.0.2 battery is still an issue. Do something,@177845 DM us and we can continue to take a look at this for you. https://t.co/GDrqU22YpT,DM us and we can continue to take a look at this for you. https://t.co/GDrqU22YpT,escalate,auto_handle,low_intent_confidence,False,False
152,@AppleSupport Yes. Should I erase &amp; restore?,software_update,device_troubleshooting,0.3691,0.7845,@AppleSupport No I’ve already completed the process of restoring from a back up,"@554869 Got it. Since completing the backup restore process, have you had the chance to restart the iPhone?","Got it. Since completing the backup restore process, have you had the chance to restart the iPhone?",escalate,auto_handle,low_intent_confidence,False,False
153,"@AppleSupport Google Chrome and Safari. Yes videos, but the screen wavers and flickers sometimes just on the desktop or non-video apps",battery_power,device_troubleshooting,0.8456,0.7051,@AppleSupport Yes almost all videos that are played on safari,"@522487 Got it. Does this happen when your iPhone is connected to Wi-Fi, cellular data, or both?","Got it. Does this happen when your iPhone is connected to Wi-Fi, cellular data, or both?",auto_handle,auto_handle,sufficient_intent_and_historical_evidence,False,True
154,@AppleSupport No,connectivity,device_troubleshooting,0.3938,1.0,@AppleSupport No,"@164944 Okay. Send us a DM, and let us know if you're syncing the playlists through iTunes. https://t.co/GDrqU22YpT","Okay. Send us a DM, and let us know if you're syncing the playlists through iTunes. https://t.co/GDrqU22YpT",escalate,auto_handle,low_intent_confidence,False,False
155,@AppleSupport Sent.,general_or_insufficient_context,device_troubleshooting,0.3022,1.0,@AppleSupport Sent.,None,None,escalate,auto_handle,low_intent_confidence,False,False
156,@AppleSupport Overall crappy performance. 😶,apple_music_media,device_troubleshooting,0.2823,0.9329,@AppleSupport And I am really disappointed with the performance,@678684 Is it only heating up while watching YouTube? This can be normal and there's more info on that here: https://t.co/otCvUAaFQq,Is it only heating up while watching YouTube? This can be normal and there's more info on that here: https://t.co/otCvUAaFQq,escalate,auto_handle,low_intent_confidence,False,False
157,My @115858 AirPods are three stories away and nowhere near my ears. Why does my phone keep directing audio to them? I’m tired of this crap.,app_service_issue,device_troubleshooting,0.3196,0.728,"@AppleSupport why would I ever want to take my AirPods out while I’m listening to @115888 put them back in, and want to hear @115948",@363802 Please help us understand what's happening. Is the problem the song or the device? Can you duplicate this on other devices? https://t.co/GDrqU22YpT,Please help us understand what's happening. Is the problem the song or the device? Can you duplicate this on other devices? https://t.co/GDrqU22YpT,escalate,auto_handle,low_intent_confidence,False,False
158,and @AppleSupport why does my phone always autocorrect “i” to I️ ?????? #fixit,purchase_store_refund,device_troubleshooting,0.3803,0.9388,@AppleSupport why does autocorrect on my phone keep changing “i” to I️ ??,@595246 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help https://t.co/GDrqU22YpT,Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help https://t.co/GDrqU22YpT,escalate,escalate,low_intent_confidence,False,True
159,@AppleSupport IOS 11.0.3,account_security,software_update,0.9992,1.0,@AppleSupport iOS 11.0.3,None,None,auto_handle,escalate,sufficient_intent_and_historical_evidence,False,False
160,@AppleSupport The encryption password is forgotten.,how_to_settings,device_troubleshooting,0.2374,0.7788,@AppleSupport you’re password reset isn’t working at all.,@608606 Thanks for reaching out to us. Can you please provide more information about the password reset problem in DM? Thanks. https://t.co/GDrqU22YpT,Thanks for reaching out to us. Can you please provide more information about the password reset problem in DM? Thanks. https://t.co/GDrqU22YpT,escalate,auto_handle,low_intent_confidence,False,False
161,Anyone else has the issue with their #iphone where “i” gets replaced with a question mark box? Can @115858 help a woman out 😭,device_troubleshooting,device_troubleshooting,0.4391,0.8214,@115858 why are iPhones changing I’s to A with a question mark in a box?!? #FixItPlease,@523747 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,escalate,auto_handle,low_intent_confidence,True,False
162,"@AppleSupport 11.0.3 and I have the 6S, it’s just very odd. All these things are in the control panel and they turn on or off by themselves",software_update,how_to_settings,0.4992,0.7458,@327975 @AppleSupport Same here. They used to pop up when you pushed the buttons. Now nothing. 6s.,"@501166 Since noticing this, have you had a chance to restart your device? It may seem like a simple step, but can resolve many issues.","Since noticing this, have you had a chance to restart your device? It may seem like a simple step, but can resolve many issues.",escalate,auto_handle,low_intent_confidence,False,False
163,Why does my battery on my iPhone 6 drain rapidly now since I did the latest update @AppleSupport ! Not happy that iphone is not reliable,battery_power,battery_power,0.5689,0.9122,@AppleSupport my iPhone 6s has been drainging the battery so fast since the update. The phone is about 14 months old. Why is this happening,@194875 Let's get to the bottom of this. Which version of iOS are you on? You can find that in Settings &gt; General &gt; About. Reply in DM. https://t.co/GDrqU22YpT,Let's get to the bottom of this. Which version of iOS are you on? You can find that in Settings &gt; General &gt; About. Reply in DM. https://t.co/GDrqU22YpT,escalate,auto_handle,low_intent_confidence,True,False
164,@AppleSupport Do Not Disturb While Driving doesn’t recognize my car Bluetooth as a vehicle. Anything I can do to change that?,connectivity,connectivity,0.5578,0.7668,"@AppleSupport Turns Bluetooth on every time I get in the car, even when I turn it off it comes back on and connects me when I don’t want to be connected",None,None,escalate,auto_handle,low_intent_confidence,True,False
165,@AppleSupport Un proceso que debería ser automático tarda como mínimo 5 días hábiles. Sorprendido que un proceso así no sea automático y lo reciba en el mismo momento. La tecnología parece que no ha llegado a la atención al cliente. Tan importante debería ser la venta como la postventa,general_or_insufficient_context,connectivity,0.2471,0.6001,@AppleSupport hola Buenas tardes como puedo restablecer mi contraseña que aparece bloqueada por seguridad ? Gracias,@682302 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,escalate,auto_handle,low_intent_confidence,False,False
166,@AppleSupport I hate you for that. But yea I have restarted my iPhone,apple_music_media,device_troubleshooting,0.7207,0.8739,"@AppleSupport iPhone SE, I’ll try restarting it",@465984 Send us a Direct Message if the issue persists after restarting. https://t.co/GDrqU22YpT,Send us a Direct Message if the issue persists after restarting. https://t.co/GDrqU22YpT,auto_handle,auto_handle,sufficient_intent_and_historical_evidence,False,True
167,@AppleSupport this is done when the phone is idle.,app_service_issue,device_troubleshooting,0.4632,0.7712,@AppleSupport I️ am tired of my phone doing I️t. Any help?,@599905 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT,Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT,escalate,auto_handle,low_intent_confidence,False,False
168,@AppleSupport @124423 New watch update this week yet this issue is still not resolved? Any updates on a fix?,purchase_store_refund,device_troubleshooting,0.2205,0.9064,"@AppleSupport I got it in June 2015, it’s updated to the latest watch OS (which is when the problem started).",@469145 Thank you for reaching out to us. We'd like to gather more information. DM us what device is paired to your Watch. https://t.co/GDrqU22YpT,Thank you for reaching out to us. We'd like to gather more information. DM us what device is paired to your Watch. https://t.co/GDrqU22YpT,escalate,escalate,low_intent_confidence,False,True
169,@AppleSupport how you gonna just not answer calls all day? Horrible service.,account_security,how_to_settings,0.3735,0.7676,@AppleSupport I tried it keeps telling me no calls because of extreme high calls,None,None,escalate,escalate,low_intent_confidence,False,True
170,@AppleSupport Thank you. That's great. Is there anyway to check that the back up is still there? As whoever took my phone gained access to my email acct and removed my device from find my iPhone before I could erase my device. Or will the backup be safe?,how_to_settings,purchase_store_refund,0.1902,0.6749,My iPhone is still backing up like 3 days later. I left it at the house today but still. Help @AppleSupport,"@515193 That's an unsual amount of time for a backup, but it can depend on a few things and we'd like to help. Which model is it?","That's an unsual amount of time for a backup, but it can depend on a few things and we'd like to help. Which model is it?",escalate,auto_handle,low_intent_confidence;sensitive_or_transaction_specific_intent,False,False
171,@AppleSupport Thank you 😌,general_or_insufficient_context,device_troubleshooting,0.2709,1.0,@AppleSupport Thank you ❤,None,None,escalate,auto_handle,low_intent_confidence,False,False
172,@115858 hey that error with that “I” has to go. Please fix. Thank you! Long time customer 😎✊🏾,device_troubleshooting,device_troubleshooting,0.2617,0.8945,@115858 please get it together. I️ have had it up to here with this “I️” error.,@500721 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,escalate,auto_handle,low_intent_confidence,True,False
173,@AppleSupport my iPhone 7 is messed up with the new iOS 11 upgrade you provided. Calls go to voicemail directly . Fix this ASAP 😡😡😡😡,software_update,software_update,0.9268,0.8187,@AppleSupport I did the new update on the iPhone 7 and my phone is terrible now. Voice mail doesn’t work recent missed called locked up etc.,@292156 We'd be happy to help. Send us a DM with a few details and we can look into it with you. https://t.co/GDrqU22YpT,We'd be happy to help. Send us a DM with a few details and we can look into it with you. https://t.co/GDrqU22YpT,auto_handle,auto_handle,sufficient_intent_and_historical_evidence,True,True
174,@AppleSupport Absolutely 👌,general_or_insufficient_context,purchase_store_refund,0.2575,0.9551,@AppleSupport Yes 😭,@174245 Thanks for letting us know. Join us in DM with the exact version of iOS 11 running on your device. We can continue there. https://t.co/GDrqU22YpT,Thanks for letting us know. Join us in DM with the exact version of iOS 11 running on your device. We can continue there. https://t.co/GDrqU22YpT,escalate,auto_handle,low_intent_confidence;sensitive_or_transaction_specific_intent,False,False
175,"Dear @115858, before updating to iOS 11 I never ran out of battery on my iPhone, now after updating I run out of battery every other week.",battery_power,software_update,0.7744,0.8246,"Ever since I updated my phone to iOS 11, my battery life has went straight down the drain... thanks @115858",@534496 We can help look into the root cause as to why this is occurring. Send us a DM with your device &amp; iOS version to get started https://t.co/GDrqU22YpT,We can help look into the root cause as to why this is occurring. Send us a DM with your device &amp; iOS version to get started https://t.co/GDrqU22YpT,auto_handle,auto_handle,sufficient_intent_and_historical_evidence,False,True
176,@AppleSupport my phone is totally frozen. Won't respond to any touch. Can't locate the serial number to chat what do I do?,connectivity,device_troubleshooting,0.4441,0.8027,"@703033 @AppleSupport @115858 My phone doesn't even work anymore, it just froze","@703032 We're here for you. Have you tried restarting, or force restarting, your iPhone? Check out this link: https://t.co/8MvHMFZ83h","We're here for you. Have you tried restarting, or force restarting, your iPhone? Check out this link: https://t.co/8MvHMFZ83h",escalate,auto_handle,low_intent_confidence,False,False
177,"Yo, @115858 what’s up with this update? Got my phone looking like it’s on android status!",apple_music_media,device_troubleshooting,0.4263,0.905,@115858 your new update has my phone functioning like an Android. What’s up?!,@308892 We're here to help. What's happening specifically with your iPhone? Send us a DM and let us know. https://t.co/GDrqU22YpT,We're here to help. What's happening specifically with your iPhone? Send us a DM and let us know. https://t.co/GDrqU22YpT,escalate,auto_handle,low_intent_confidence,False,False
178,@AppleSupport I need your help,general_or_insufficient_context,purchase_store_refund,0.3855,1.0,@AppleSupport I need your help,@446436 We're here! How can we help you?,We're here! How can we help you?,escalate,auto_handle,low_intent_confidence;sensitive_or_transaction_specific_intent,False,False
179,@AppleSupport iOS 11.03,purchase_store_refund,software_update,0.9903,1.0,@AppleSupport iOS 11.03,"@433920 Thank you for letting us know. So we can take a closer look at this, please send us a DM. https://t.co/GDrqU22YpT","Thank you for letting us know. So we can take a closer look at this, please send us a DM. https://t.co/GDrqU22YpT",auto_handle,escalate,sufficient_intent_and_historical_evidence,False,False
180,"Can’t wait to get an Android. Watching my iPhone battery life vanish by a percentage point every 15-30 seconds. Background refresh turned off. Data for almost all apps turned off. Great work, @115858. Nice “I” glitch, too, geniuses.",account_security,battery_power,0.674,0.7249,"@AppleSupport hello. Every since updating my I Phone to the latest IOS, my battery life has been absolutely horrendous 🤷🏼‍♂️🤷🏼‍♂️🤷🏼‍♂️","@484733 We want to help you with your iPhone's battery life. DM us, and we'll look into this. https://t.co/GDrqU22YpT","We want to help you with your iPhone's battery life. DM us, and we'll look into this. https://t.co/GDrqU22YpT",auto_handle,escalate,sufficient_intent_and_historical_evidence,False,False
181,@AppleSupport dm sent,general_or_insufficient_context,device_troubleshooting,0.3219,1.0,@AppleSupport Dm sent,None,None,escalate,auto_handle,low_intent_confidence,False,False
182,@AppleSupport It’s a safety concern and I need to be heard,device_troubleshooting,purchase_store_refund,0.2691,0.7675,@AppleSupport This is very dangerous and stop playing with my safety.,@532928 Thank you for that description. We'd like to work with you and sort this out together. DM us your iOS version to get started. https://t.co/GDrqU22YpT,Thank you for that description. We'd like to work with you and sort this out together. DM us your iOS version to get started. https://t.co/GDrqU22YpT,escalate,auto_handle,low_intent_confidence;sensitive_or_transaction_specific_intent,False,False
183,@AppleSupport It's an iPhone 6S plus 64 gb,general_or_insufficient_context,purchase_store_refund,0.3528,0.8791,"@AppleSupport It's an iPhone 6, 64gb in case that makes any difference.",@450270 Let’s team up in DM and we’ll do our best to assist you. https://t.co/GDrqU22YpT,Let’s team up in DM and we’ll do our best to assist you. https://t.co/GDrqU22YpT,escalate,auto_handle,low_intent_confidence;sensitive_or_transaction_specific_intent,False,False
184,@AppleSupport mean the i turns to A ?,software_update,device_troubleshooting,0.3003,0.849,@AppleSupport what is I️,"@589860 Thanks for reaching out. Please send us a DM, with your current iOS version, and we'll take a look. https://t.co/ZTw54HL4Rm https://t.co/GDrqU22YpT","Thanks for reaching out. Please send us a DM, with your current iOS version, and we'll take a look. https://t.co/ZTw54HL4Rm https://t.co/GDrqU22YpT",escalate,auto_handle,low_intent_confidence,False,False
185,"I fixed the I thing once before, I’m not doing it again. Your move, @115858",battery_power,device_troubleshooting,0.2675,0.7725,ok @115858 you need to fix this I️ thing,@640074 Thanks for reaching out. You can back up and update to 11.1.1 to address this issue: https://t.co/xXaXeeSRt9,Thanks for reaching out. You can back up and update to 11.1.1 to address this issue: https://t.co/xXaXeeSRt9,escalate,auto_handle,low_intent_confidence,False,False
186,"High Sierra 😩😩😩. I'm trynna get work done, @AppleSupport Why is this OS taking all daybto install?",connectivity,device_troubleshooting,0.3663,0.7164,This macOS high sierra update is stressing me out. All night this shit didn’t install. Help @AppleSupport,@478944 We'd love to work on getting macOS High Sierra installed properly with you. Which Mac are you trying to install it on? Did you run into any specific errors when trying to install High Sierra?,We'd love to work on getting macOS High Sierra installed properly with you. Which Mac are you trying to install it on? Did you run into any specific errors when trying to install High Sierra?,escalate,auto_handle,low_intent_confidence,False,False
187,@AppleSupport Yes I am.,apple_music_media,device_troubleshooting,0.314,1.0,@AppleSupport Yes i am.,"@664588 Under Settings &gt; Music, is iCloud Music Library enabled? If not, let's make sure that's enabled.","Under Settings &gt; Music, is iCloud Music Library enabled? If not, let's make sure that's enabled.",escalate,auto_handle,low_intent_confidence,False,False
188,"@AppleSupport Dear @AppleSupport if a real person reads this, he/she would understand from my previous tweet, that I already tried the steps. #nohelp",app_service_issue,purchase_store_refund,0.2691,0.7906,@448261 @115858 @AppleSupport come on. I️ know you see ya struggling on these tweets. I️ can’t figure this out. I️ need help. I️ need answers,@448260 Let's help get this sorted. DM us which device and its iOS version we can go from there. https://t.co/GDrqU22YpT,Let's help get this sorted. DM us which device and its iOS version we can go from there. https://t.co/GDrqU22YpT,escalate,auto_handle,low_intent_confidence;sensitive_or_transaction_specific_intent,False,False
189,@AppleSupport @595404 Mine still messes up. So when are they gonna do an update to fix this???,purchase_store_refund,how_to_settings,0.2612,0.854,@AppleSupport so when is there going to be an update to fix this glitch?,@596390 Thanks for reaching back out. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,Thanks for reaching back out. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,escalate,escalate,low_intent_confidence,False,True
190,Meu iPhone está baixando 2% de bateira a cada um minuto usado! PQP @115858 @AppleSupport,account_security,purchase_store_refund,0.3204,0.7811,"@AppleSupport Bom dia! Após as atualizações de IOS,o meu iPhone 7 esta desligando sozinho quando passa do 2% para o 1% da bateria. Me ajudem","@342773 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt","Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",escalate,escalate,low_intent_confidence;sensitive_or_transaction_specific_intent,False,True
191,"@AppleSupport It only seems to occur when I’m actually typing out the words, using voice to text produces the correct capitalization",device_troubleshooting,device_troubleshooting,0.3621,0.8232,@AppleSupport random words keep being autocorrected to be capitalized. This has been happening since the new update.,@818167 This is in no way expected behavior. Let's work through this together to find a solution. Can you DM us the device you are using and the current iOS? https://t.co/GDrqU22YpT,This is in no way expected behavior. Let's work through this together to find a solution. Can you DM us the device you are using and the current iOS? https://t.co/GDrqU22YpT,escalate,auto_handle,low_intent_confidence,True,False
192,Why does my “I” keep auto correcting to an A in a box and a question mark??? Wtf @115858,software_update,purchase_store_refund,0.3303,0.915,In other news .. how come “I️” keeps auto correcting itself to an A with a question mark in a box?! Wtf is that @AppleSupport,@594549 We can help you out. Take a gander at the following article and DM us with any questions. Thanks. https://t.co/qODbOsp4wz https://t.co/GDrqU22YpT,We can help you out. Take a gander at the following article and DM us with any questions. Thanks. https://t.co/qODbOsp4wz https://t.co/GDrqU22YpT,escalate,auto_handle,low_intent_confidence;sensitive_or_transaction_specific_intent,False,False
193,@AppleSupport On the phone with a tech now - but this is a super troubling bug.,battery_power,device_troubleshooting,0.3929,0.8944,"@AppleSupport No, after I restarted the phone it solved the issue, Thanks a lot👍🏻",@623496 Great to hear the issue is resolved! Let us know if we can help in the future. Have a wonderful day!,Great to hear the issue is resolved! Let us know if we can help in the future. Have a wonderful day!,escalate,auto_handle,low_intent_confidence,False,False
194,@115858 Who do you complain to when you are getting appalling service from an Apple Store?,connectivity,purchase_store_refund,0.7819,0.7764,Just had the worst customer service experience at an Apple store @115858 @AppleSupport,@541167 We want to look into the matter with you. Send us a DM and let us know what is going on. https://t.co/GDrqU22YpT,We want to look into the matter with you. Send us a DM and let us know what is going on. https://t.co/GDrqU22YpT,escalate,auto_handle,sensitive_or_transaction_specific_intent,False,False
195,@115858 My #iphonecase broken 😣 not even a year and it has snapped on the border. Any idea about the warranty of this product @AppleSupport?😉 https://t.co/Yq1Clmat1N,apple_music_media,purchase_store_refund,0.6044,0.7067,@115858 This Apple case starting breaking after a few months. A phone should never outlast the case. https://t.co/Cuuve9oiW6,@630165 Thanks for the picture. We'd like to take a look into your warranty with you. DM us your country to get started. https://t.co/GDrqU22YpT,Thanks for the picture. We'd like to take a look into your warranty with you. DM us your country to get started. https://t.co/GDrqU22YpT,escalate,auto_handle,sensitive_or_transaction_specific_intent,False,False
196,Twitter is smart... now can someone tell me why this happens when I️ try to type the letter “I️” @AppleSupport https://t.co/rA0QrHusrs,app_service_issue,device_troubleshooting,0.3851,0.8413,"Why is the letter “I️” showing up garbled in my Twitter &amp; messages, @AppleSupport? I️ I️ I️",@625113 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,escalate,auto_handle,low_intent_confidence,False,False
197,@AppleSupport 11.1,purchase_store_refund,software_update,0.7658,1.0,@AppleSupport 11.1,@440497 Can you let us know if you experienced the battery drain before updating to the beta release? Please DM us to continue. https://t.co/GDrqU22YpT,Can you let us know if you experienced the battery drain before updating to the beta release? Please DM us to continue. https://t.co/GDrqU22YpT,auto_handle,escalate,sufficient_intent_and_historical_evidence,False,False
